word_id,paper_id,unit_ids,canonical_section_ids,solving_count_final,listening_question_count_final,listening_transcript_text_count_final,listening_asr_approved_count_final,total_count_final,domain_presence,paper_solving_status,paper_listening_question_status,paper_listening_heard_status,paper_all_status,has_asr_occurrence,has_ocr_occurrence,asr_quality_flags
35550afb1ca89db33e0543b1,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,33,0,0,0,33,solving,final,not_applicable,not_applicable,final,False,False,
e1e305791ecd08605e609e79,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,29,0,0,0,29,solving,final,not_applicable,not_applicable,final,False,False,
c4cba9ee254ca1bafc8869a3,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,27,0,0,0,27,solving,final,not_applicable,not_applicable,final,False,False,
9a6fa1c080d2aaac492e1e8b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,26,0,0,0,26,solving,final,not_applicable,not_applicable,final,False,False,
0a10079262c06fb202c0e307,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,25,0,0,0,25,solving,final,not_applicable,not_applicable,final,False,False,
281fc10753cee248010e5c47,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,24,0,0,0,24,solving,final,not_applicable,not_applicable,final,False,False,
b9451ed0cf8644dcd2065296,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,22,0,0,0,22,solving,final,not_applicable,not_applicable,final,False,False,
2c2a23c135e81bce545d4869,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,21,0,0,0,21,solving,final,not_applicable,not_applicable,final,False,False,
c457c5ef509fea23d75e316c,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,20,0,0,0,20,solving,final,not_applicable,not_applicable,final,False,False,
4308ad0cc72a0b9a5567c674,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,17,0,0,0,17,solving,final,not_applicable,not_applicable,final,False,False,
7081f88f090e802dc8f6c845,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,17,0,0,0,17,solving,final,not_applicable,not_applicable,final,False,False,
e24256b2f4b9ff416d336c48,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,16,0,0,0,16,solving,final,not_applicable,not_applicable,final,False,False,
a6e316b18fd40ea638e2bce1,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,15,0,0,0,15,solving,final,not_applicable,not_applicable,final,False,False,
0cd624cc4a462d1bed6e00cd,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,14,0,0,0,14,solving,final,not_applicable,not_applicable,final,False,False,
2b85399273751759551d43ef,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,13,0,0,0,13,solving,final,not_applicable,not_applicable,final,False,False,
caa6862201ffdfff06f075c0,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,13,0,0,0,13,solving,final,not_applicable,not_applicable,final,False,False,
103dcdb2b5308af614a2ab7c,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,12,0,0,0,12,solving,final,not_applicable,not_applicable,final,False,False,
7c274a32578ab37a2090d190,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,12,0,0,0,12,solving,final,not_applicable,not_applicable,final,False,False,
a1fbe7bcbfdaf70310c79bef,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,12,0,0,0,12,solving,final,not_applicable,not_applicable,final,False,False,
580519abf0b79c150ea4c27f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,11,0,0,0,11,solving,final,not_applicable,not_applicable,final,False,False,
ab893d62646a75aa0f30deef,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,11,0,0,0,11,solving,final,not_applicable,not_applicable,final,False,False,
de1b6949a29841378065135b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,11,0,0,0,11,solving,final,not_applicable,not_applicable,final,False,False,
f0846005a6f110e93b6c7edf,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,11,0,0,0,11,solving,final,not_applicable,not_applicable,final,False,False,
2ccca98ff098239db0350648,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,10,0,0,0,10,solving,final,not_applicable,not_applicable,final,False,False,
48a47636c208913371ef6fd7,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,10,0,0,0,10,solving,final,not_applicable,not_applicable,final,False,False,
70f17b7745620a612719afe8,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,10,0,0,0,10,solving,final,not_applicable,not_applicable,final,False,False,
ae3278767b31e031b5610e7b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,10,0,0,0,10,solving,final,not_applicable,not_applicable,final,False,False,
ccaaee927897561f94284f1a,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,9,0,0,0,9,solving,final,not_applicable,not_applicable,final,False,False,
04fb55b177a9d1e9ae1fb3a7,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,8,0,0,0,8,solving,final,not_applicable,not_applicable,final,False,False,
000171a09fe5c9e9608f235a,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
02b9b57692b95e25593a31c8,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
2f42530ce7aa7d0d94842b4b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
5947392f7f9fdb46eceb3c64,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
618b91fdf2d93bf1e4869830,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
761dbf37bc0a2c394545868a,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
8595dd1a677c6dc56c5da45e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
9790db48a0dc43a7c291309e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
adfb385c927b0852eea643eb,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
b96fdc336198c4584ab3444a,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,7,0,0,0,7,solving,final,not_applicable,not_applicable,final,False,False,
166c3e26ac309cec6f7d3bbe,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,6,0,0,0,6,solving,final,not_applicable,not_applicable,final,False,False,
6aa54e79f3f8bc54dda2bf4f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,6,0,0,0,6,solving,final,not_applicable,not_applicable,final,False,False,
7fd1822cccff17fa98e1f573,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,6,0,0,0,6,solving,final,not_applicable,not_applicable,final,False,False,
92ed448c6d135ad0c324932f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,6,0,0,0,6,solving,final,not_applicable,not_applicable,final,False,False,
94f0b70f5cefc66896846bbd,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,6,0,0,0,6,solving,final,not_applicable,not_applicable,final,False,False,
ff02eb7b8789a99e639b3323,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,6,0,0,0,6,solving,final,not_applicable,not_applicable,final,False,False,
025641c6be7b764e697f1fb6,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
06e50cdb167fdf79618c606f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
1033206ea64f3ee9834367c1,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
277b488d6e8c730bb7be7592,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
37ca61933906a1bdfb3f7e0c,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
38c7f957af7a34e474927878,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
70fdc081a50db5e772331ace,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
77239194b16b53dc97306cd7,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
7bc90feda1e26ffaff58a027,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
7cf933fc8e5b3821b9e0a951,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
8239017b4f9f7f55c1eeb007,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
96155f0397a191d97b527a7a,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
9deae4c22d4a5e46783d6892,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
a155cc8d643884c20dabec61,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
bf474f2257ff67c08256b4f8,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
c6bf667fdf862a02e0363633,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
f2b55b92ff08c9f036b54755,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
f634bcebf9bc9c3a0e729cdf,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
f98694076c5d2b683baa1929,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,5,0,0,0,5,solving,final,not_applicable,not_applicable,final,False,False,
00eb79d274770b9b9d556aaa,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
04d09fd3df7251d4aedded9f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
0a6c2cdf598703596dfe7ec5,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
0aa6dcb4ab1683f484c5e666,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
1757ba9520ae7cef7ee5f962,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
18302d0f5dad3f7330e6cd03,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
1a0b6887dfeeae85c86d24b8,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
240f72f5b6a8776e94b49be3,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
3e407cd8236d77a8bd361a90,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
43a11e32813292011682fb60,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
4481a269a640351a3827817f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
453df37e5845774c4b9b4fac,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
49f43aa30aca6ec1f2481dde,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
75f173c48e990ae525475118,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
7652f49e4ff2620ccd114bdf,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
78b61053d3c64d2e7e9c9a58,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
8994d9e8352cb1b9796672b1,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
a89e6884d5546e1fd1042cb2,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
c232add2dcf824e8d6c8797e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
c3cfb70050e856c9570b914f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
c5ecb403e40ff0bca2e8a6f7,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
d851bcc79d742c5db281b6f2,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
d9448bbc703384050f7eeb1a,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
e08759d278c8411368e350e7,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
e52e209d5d0cdfaf6d8ec6e7,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
e72b2c5f95ad1ff94e75a785,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
f62f7442da743d3ca12b79ab,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
f89ae7958fb6753c63e034c4,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,4,0,0,0,4,solving,final,not_applicable,not_applicable,final,False,False,
08ca7fe20e875bb5a01fc8bc,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
149a867f6f99776f0019c70a,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
1cab671bbcab9f5875b1c4ee,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
208481a4327ac9525088b001,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
228009e772622b17db56eda6,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
26e28f0870e4ffd89dfc8c8b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
2a707dfb26c8fbd904a8103e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
33b2a27ee5c3a349eb13339e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
3c68febf39abf35444fc11ff,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
4981183543f2482877538327,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
4a17abf1d2996bd018e94dd0,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
5156527565d512fdf96fb24c,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
52c2e5981ea27c6d8d6d6b81,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
53327a3cac3e107f324c1373,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
58e33dc9ede6dfde499bbcb6,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
600434cd5f88e4bcbc4c2f31,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
65da531a2d8cbde965d67dd8,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
6d462dd14dd9f5c897b6ed7b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
70188f7526c8f1de28442469,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
70f8f584e76fec429f963740,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
73d3f2b55cc073f7d2531bd0,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
7a88a220830ae4625957e071,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
7b04c36ba35acb49c27790d2,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
7c906fb251aff257e1552a17,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
8ba16b4cbba9c54c32a79f74,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
a3b468b18eee56894f0af0dd,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
ac7da091bed5d50dcbc4b44e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
b24ce42f276b6542de96201c,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
b3edfb024c35689d4163f21e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
c28847153bc090dc350a5031,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
c85e1a833c976ede5a3e03fb,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
c91cb38531be4cd5c763bfe9,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
ce4266bd22d402a42e9d044f,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
dcce803f9562f7d06bb623ab,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
dcdda980eac217cf61a745f4,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
e08dac64f885019d9c973adc,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
e32778670dc9963af6cfbf3b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
ea046d5136f3280326eb5ade,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
ecc3eeef9f48e78b1f64b4ef,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
f2afbf43efead361ad570507,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
faebfa3f872ca5381722ef04,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,3,0,0,0,3,solving,final,not_applicable,not_applicable,final,False,False,
130e791e2cd23b27bf552c13,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
13179a1e753bcfc8b194f92e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
19735f0dd768070cde86df28,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
1c6c213c502a6004ea8aab85,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
1c718ceac121969f27ec556e,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
22b54cfb40adf4e1a6979259,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
23da81fe289ad6830d1808b0,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
27cb47ba0f7d06b534d478d0,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
2961a3344b718a3074f90a83,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
2e955263e78328d285f9b0ff,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
31832441182b954d06f2731b,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
331943a7e55a54b4d13e9966,gaokao-ja-1998-national-standard,language_use_q01,b90d83f7744afe933040a177,2,0,0,0,2,solving,final,not_applicable,not_applicable,final,False,False,
